"SubmissionID","StudentID","project","course","sem","report"
9315,"S8577419","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9161,"S8578667","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9185,"S8578677","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9518,"S8578683","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9286,"S8579027","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9304,"S8579033","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9063,"S8579079","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8985,"S8579327","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9359,"S8579731","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9829,"S8579773","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9402,"S8579995","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9793,"S8580105","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9193,"S8580137","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9798,"S8580759","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9010,"S8580849","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9052,"S8581053","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9801,"S8581179","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8952,"S8581181","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9339,"S8581449","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9370,"S8581813","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9507,"S8581883","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9200,"S8581957","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10327,"S8582135","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9007,"S8582459","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9322,"S8582671","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8863,"S8582683","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9314,"S8582755","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9546,"S8582971","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9268,"S8583177","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9755,"S8583463","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9253,"S8583591","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9419,"S8583741","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9093,"S8583787","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8968,"S8583931","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9128,"S8584203","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9516,"S8584231","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9447,"S8584243","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9088,"S8584299","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8883,"S8584333","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9682,"S8584619","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9071,"S8585485","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9383,"S8585961","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9700,"S8586119","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9082,"S8586423","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9477,"S8586667","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9841,"S8586675","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8956,"S8586849","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8975,"S8587161","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8998,"S8587353","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9277,"S8587773","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8847,"S8587875","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9180,"S8588005","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9553,"S8588313","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9417,"S8588531","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9551,"S8588851","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9228,"S8589861","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9771,"S8590485","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9493,"S8591953","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9358,"S8592005","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9539,"S8595015","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9113,"S8597237","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9789,"S8597839","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9547,"S8598663","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9284,"S8602701","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9456,"S8603249","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9747,"S8603887","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9862,"S8606201","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9768,"S8606503","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8963,"S8606795","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9739,"S8607057","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9744,"S8607175","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9808,"S8607879","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9425,"S8612039","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8848,"S8612109","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9019,"S8614359","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9117,"S8614735","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9108,"S8614939","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9330,"S8615041","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9836,"S8615615","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9855,"S8616037","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8857,"S8616467","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9849,"S8617071","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8946,"S8617163","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9554,"S8618633","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9387,"S8619261","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9439,"S8623861","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8844,"S8623897","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9005,"S8623969","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9483,"S8624057","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8908,"S8624165","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9692,"S8624195","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8892,"S8624219","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8891,"S8624305","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9821,"S8624309","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9283,"S8624319","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9109,"S8624377","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9258,"S8624379","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9749,"S8626487","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9450,"S8626517","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9478,"S8626665","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9837,"S8626689","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10315,"S8626753","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8898,"S8626781","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9107,"S8626835","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9828,"S8626875","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8852,"S8626879","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8971,"S8626951","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9763,"S8627021","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9529,"S8627057","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9002,"S8627081","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9100,"S8627139","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9508,"S8627305","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9506,"S8627443","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9224,"S8627665","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8940,"S8629929","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9380,"S8630049","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9714,"S8630271","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9195,"S8630315","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10326,"S8630433","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9217,"S8630507","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9446,"S8632119","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9174,"S8632907","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9032,"S8632935","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9008,"S8632985","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9544,"S8632991","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9101,"S8632995","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9722,"S8633041","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9208,"S8633069","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9537,"S8633079","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9226,"S8633091","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9794,"S8633107","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8943,"S8633139","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9354,"S8633145","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8989,"S8633241","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9721,"S8633257","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9337,"S8633325","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8878,"S8633343","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9786,"S8633373","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9757,"S8633493","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9296,"S8633519","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8919,"S8633543","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9297,"S8633549","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10316,"S8633583","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9397,"S8633645","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9274,"S8633673","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9334,"S8633703","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9746,"S8633759","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9488,"S8633761","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10496,"S8633779","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8960,"S8633781","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8996,"S8633783","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9838,"S8633803","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9336,"S8633881","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8945,"S8633927","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9521,"S8633947","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9842,"S8633979","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9451,"S8634001","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8914,"S8634067","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8947,"S8634077","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8988,"S8634081","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9118,"S8634095","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8972,"S8634133","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9280,"S8634207","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9458,"S8634211","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9201,"S8634343","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9254,"S8634359","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9356,"S8634403","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9114,"S8634489","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9560,"S8634497","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9830,"S8634509","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9742,"S8634517","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8846,"S8634541","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9743,"S8634559","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8936,"S8634569","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9159,"S8634609","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9775,"S8634681","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8868,"S8634685","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9084,"S8634725","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8957,"S8634735","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8915,"S8634765","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8860,"S8634785","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8941,"S8634787","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8917,"S8634841","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9422,"S8634845","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8896,"S8634889","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10607,"S8634905","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9705,"S8634921","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8841,"S8634937","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9203,"S8635055","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9068,"S8635095","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9324,"S8635111","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9559,"S8635121","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8924,"S8635237","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8913,"S8635247","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9466,"S8635265","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9042,"S8635285","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8845,"S8635325","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9016,"S8635371","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9412,"S8635385","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9038,"S8635451","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9081,"S8635459","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8978,"S8635537","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9839,"S8635581","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8856,"S8635607","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9395,"S8635629","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9112,"S8635633","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9773,"S8635655","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8875,"S8635757","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9401,"S8635845","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9075,"S8635855","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9835,"S8635885","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9352,"S8635889","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9026,"S8635921","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9021,"S8635943","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9465,"S8635977","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9818,"S8636011","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9325,"S8636017","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9058,"S8636031","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9249,"S8636061","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9864,"S8636071","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9414,"S8636101","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9689,"S8636149","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9299,"S8636199","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8923,"S8636251","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8881,"S8636289","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8859,"S8636293","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9405,"S8636303","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9850,"S8636333","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9861,"S8636369","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9464,"S8636373","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8927,"S8636397","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9166,"S8636419","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10497,"S8636449","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8879,"S8636487","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8873,"S8636505","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9391,"S8636525","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9004,"S8636605","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8909,"S8636655","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8966,"S8636681","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9449,"S8636689","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10317,"S8636705","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9333,"S8636811","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8849,"S8636825","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9550,"S8636857","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9288,"S8636879","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8934,"S8636903","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
10318,"S8636953","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9210,"S8636969","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8953,"S8637009","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9349,"S8637013","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9782,"S8637017","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8944,"S8637025","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9000,"S8637109","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9725,"S8637111","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9772,"S8637119","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9407,"S8637127","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9489,"S8637165","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8842,"S8637175","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8950,"S8637207","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9078,"S8637247","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9307,"S8637441","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9087,"S8637463","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9790,"S8637535","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9001,"S8637555","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9273,"S8637637","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9827,"S8637643","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9717,"S8637649","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8922,"S8637689","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9171,"S8637727","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8967,"S8637751","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9341,"S8637753","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9701,"S8637781","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9853,"S8637795","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9374,"S8637831","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9715,"S8637861","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9056,"S8637911","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9716,"S8637941","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9022,"S8637963","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8928,"S8637977","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9538,"S8637979","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9310,"S8638013","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9266,"S8638027","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9817,"S8638047","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9111,"S8638051","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9792,"S8638111","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9327,"S8638137","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9049,"S8638161","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9543,"S8638195","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9047,"S8638215","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9502,"S8638221","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9332,"S8638227","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9679,"S8638247","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8993,"S8638253","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9181,"S8638285","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9275,"S8638329","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8876,"S8638351","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9231,"S8638365","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8869,"S8638381","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9832,"S8638395","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8992,"S8638415","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9426,"S8638433","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8861,"S8638461","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9552,"S8638537","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9510,"S8638575","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9243,"S8638577","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9393,"S8638667","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9287,"S8638669","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9250,"S8638713","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9097,"S8638783","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9762,"S8638793","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9501,"S8638797","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9192,"S8638803","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9732,"S8638861","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9055,"S8638883","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9048,"S8638977","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9317,"S8638981","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9178,"S8639119","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9788,"S8639163","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9814,"S8639165","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
8973,"S8639167","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9027,"S8639345","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9852,"S8639377","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9305,"S8639383","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9555,"S8639433","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9361,"S8639449","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9504,"S8639461","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9453,"S8639481","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9067,"S8639509","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9173,"S8639519","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9285,"S8639523","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9432,"S8639525","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
9098,"S8639543","BIOL1040Sem2Report 3","BIOL1040","Sem2","Report 3"
